,date,total_actual_demand_mgd,total_projected_demand_mgd,actual_projected_demand,total_plant_demand_mgd
909,2022-06-28,35.14,35.05,1.002567760342368,38.09
910,2022-06-29,35.72,35.82,0.9972082635399219,40.24
911,2022-06-30,30.05,34.98,0.8590623213264723,32.0
912,2022-07-01,32.2,34.34,0.9376820034944671,35.95
913,2022-07-02,28.8,35.39,0.8137892059903927,30.94
914,2022-07-03,30.06,36.39,0.8260511129431163,32.82
915,2022-07-04,34.34,34.94,0.9828277046365197,38.02
916,2022-07-05,30.96,34.59,0.8950563746747615,34.35
917,2022-07-06,32.42,34.05,0.952129221732746,35.7
918,2022-07-07,30.14,33.48,0.9002389486260454,34.09
919,2022-07-08,35.23,33.66,1.046642899584076,39.66
920,2022-07-09,34.08,34.74,0.9810017271157168,39.9
921,2022-07-10,34.06,35.8,0.9513966480446927,39.42
922,2022-07-11,37.31,36.28,1.0283902976846748,42.15
923,2022-07-12,34.18,35.21,0.970746946890088,38.38
924,2022-07-13,36.74,35.27,1.0416784802948682,41.28
925,2022-07-14,33.79,34.25,0.9865693430656934,38.34
926,2022-07-15,36.78,34.05,1.0801762114537445,40.9
927,2022-07-16,31.89,34.66,0.9200807847663012,36.37
928,2022-07-17,33.68,36.17,0.9311584185789328,38.2
929,2022-07-18,37.43,36.0,1.0397222222222222,42.98
930,2022-07-19,36.26,35.51,1.0211208110391439,39.74
931,2022-07-20,36.32,36.36,0.9988998899889989,41.23
932,2022-07-21,33.03,36.03,0.9167360532889259,37.45
933,2022-07-22,37.41,36.51,1.0246507806080525,42.28
934,2022-07-23,32.73,36.34,0.9006604292790313,37.58
935,2022-07-24,27.43,36.4,0.7535714285714286,29.48
936,2022-07-25,32.72,35.07,0.9329911605360707,34.4
937,2022-07-26,31.11,34.41,0.9040976460331299,35.48
938,2022-07-27,34.13,34.69,0.9838570193139233,40.17
939,2022-07-28,25.8,34.37,0.7506546406750073,26.95
940,2022-07-29,25.96,34.17,0.7597307579748317,27.93
941,2022-07-30,27.06,32.9,0.8224924012158055,30.34
942,2022-07-31,28.36,32.77,0.8654256942325298,31.71
943,2022-08-01,32.12,33.36,0.9628297362110312,37.05
944,2022-08-02,30.33,34.24,0.8858060747663551,33.8
945,2022-08-03,33.21,33.97,0.9776273182219606,36.45
946,2022-08-04,31.51,32.82,0.9600853138330286,34.43
947,2022-08-05,33.77,33.33,1.0132013201320131,37.79
948,2022-08-06,32.21,33.09,0.9734058627984286,35.53
949,2022-08-07,30.95,33.49,0.9241564646163034,32.83
950,2022-08-08,33.14,33.92,0.9770047169811321,35.09
951,2022-08-09,32.36,33.91,0.9542907696844589,34.54
952,2022-08-10,35.01,33.9,1.0327433628318583,38.67
953,2022-08-11,32.82,33.16,0.9897466827503015,39.07
954,2022-08-12,35.94,34.05,1.0555066079295155,44.16
955,2022-08-13,32.29,34.6,0.9332369942196532,39.68
956,2022-08-14,29.11,34.44,0.8452380952380952,35.5
957,2022-08-15,30.68,34.06,0.9007633587786259,36.61
958,2022-08-16,27.73,33.78,0.8208999407933688,30.28
959,2022-08-17,31.41,34.82,0.902067777139575,37.68
960,2022-08-18,31.42,34.02,0.9235743680188124,37.95
961,2022-08-19,33.73,33.91,0.9946918313181953,40.48
962,2022-08-20,32.23,33.82,0.9529863985807214,37.23
963,2022-08-21,30.94,34.71,0.8913857677902621,36.6
964,2022-08-22,34.99,34.59,1.0115640358485112,40.06
965,2022-08-23,32.63,34.68,0.9408881199538639,35.1
966,2022-08-24,35.48,35.52,0.9988738738738738,39.3
967,2022-08-25,30.72,34.63,0.8870921166618538,33.82
968,2022-08-26,33.78,34.87,0.968741038141669,36.61
969,2022-08-27,32.76,35.04,0.934931506849315,35.64
970,2022-08-28,32.22,35.25,0.9140425531914894,35.34
971,2022-08-29,35.69,34.6,1.0315028901734105,39.76
972,2022-08-30,32.47,34.18,0.9499707431246343,36.55
973,2022-08-31,34.7,34.52,1.0052143684820394,39.63
974,2022-09-01,33.33,34.22,0.9739918176504968,39.03
975,2022-09-02,34.32,34.65,0.9904761904761905,41.27
976,2022-09-03,29.99,34.79,0.8620293187697614,34.01
977,2022-09-04,30.38,34.7,0.8755043227665706,36.09
978,2022-09-05,35.32,34.14,1.0345635618043352,41.71
979,2022-09-06,33.17,33.41,0.9928165219994014,37.23
980,2022-09-07,34.83,33.35,1.0443778110944528,38.79
981,2022-09-08,32.58,31.79,1.0248505819440075,35.31
982,2022-09-09,31.28,31.31,0.9990418396678378,33.02
983,2022-09-10,25.05,30.06,0.8333333333333334,23.54
984,2022-09-11,25.37,29.68,0.8547843665768194,24.77
985,2022-09-12,30.01,28.74,1.0441892832289492,33.66
986,2022-09-13,29.41,28.18,1.0436479772888574,35.76
987,2022-09-14,30.02,28.64,1.0481843575418994,39.17
988,2022-09-15,28.01,28.97,0.9668622713151536,34.7
989,2022-09-16,30.19,29.23,1.0328429695518304,36.6
990,2022-09-17,28.38,29.44,0.9639945652173914,34.49
991,2022-09-18,28.68,29.99,0.9563187729243081,34.4
992,2022-09-19,31.36,29.85,1.0505862646566164,36.32
993,2022-09-20,28.15,29.64,0.9497300944669366,31.36
994,2022-09-21,27.04,29.8,0.9073825503355705,28.52
995,2022-09-22,21.54,28.89,0.7455867082035307,20.02
996,2022-09-23,23.94,28.98,0.8260869565217391,25.69
997,2022-09-24,23.59,28.47,0.8285914998243765,26.66
998,2022-09-25,24.4,28.33,0.861277797387928,28.7
999,2022-09-26,27.48,27.39,1.0032858707557504,32.3
